ID,kwh
2024-10-15_consumer_device_18_data_user_13,0.0007677463679416633
2024-10-16_consumer_device_18_data_user_13,0.0007677565929102102
2024-10-17_consumer_device_18_data_user_13,0.0007677461909117958
2024-10-18_consumer_device_18_data_user_13,0.00076774289343446
2024-10-19_consumer_device_18_data_user_13,0.0007677572743730754
2024-10-20_consumer_device_18_data_user_13,0.0007677605550477513
2024-10-21_consumer_device_18_data_user_13,0.000767758294348891
2024-10-22_consumer_device_18_data_user_13,0.0007677593617081399
2024-10-23_consumer_device_18_data_user_13,0.0007677589608319
2024-10-24_consumer_device_18_data_user_13,0.0
2024-09-24_consumer_device_18_data_user_2,0.014776456731301055
2024-09-25_consumer_device_18_data_user_2,0.013290162835400472
2024-09-26_consumer_device_18_data_user_2,0.012841868507117132
2024-09-27_consumer_device_18_data_user_2,0.013810982758809166
2024-09-28_consumer_device_18_data_user_2,0.01328999885532994
2024-09-29_consumer_device_18_data_user_2,0.013132791868255994
2024-09-30_consumer_device_18_data_user_2,0.01362636817647676
2024-10-01_consumer_device_18_data_user_2,0.01357315023114702
2024-10-02_consumer_device_18_data_user_2,0.01327392021519238
2024-10-03_consumer_device_18_data_user_2,0.013475006503661293
2024-10-04_consumer_device_18_data_user_2,0.013515475830352935
2024-10-05_consumer_device_18_data_user_2,0.013356537974645892
2024-10-06_consumer_device_18_data_user_2,0.013412621343449033
2024-10-07_consumer_device_18_data_user_2,0.013492287791795418
2024-10-08_consumer_device_18_data_user_2,0.013413858231068799
2024-10-09_consumer_device_18_data_user_2,0.013411059339521494
2024-10-10_consumer_device_18_data_user_2,0.013462112456883203
2024-10-11_consumer_device_18_data_user_2,0.013434776307599918
2024-10-12_consumer_device_18_data_user_2,0.013415704923303452
2024-10-13_consumer_device_18_data_user_2,0.013444010266791043
2024-10-14_consumer_device_18_data_user_2,0.013440157860797695
2024-10-15_consumer_device_18_data_user_2,0.013424474810453687
2024-10-16_consumer_device_18_data_user_2,0.013435900503279995
2024-10-17_consumer_device_18_data_user_2,0.013439716110360583
2024-10-18_consumer_device_18_data_user_2,0.013430121598484094
2024-10-19_consumer_device_18_data_user_2,0.013433054288962035
2024-10-20_consumer_device_18_data_user_2,0.013437529873148668
2024-10-21_consumer_device_18_data_user_2,0.01343311618344973
2024-10-22_consumer_device_18_data_user_2,0.013432715770925786
2024-10-23_consumer_device_18_data_user_2,0.013435806598554105
2024-10-24_consumer_device_18_data_user_2,0.0
2024-09-24_consumer_device_18_data_user_3,0.03178282555769008
2024-09-25_consumer_device_18_data_user_3,0.02862497536760752
2024-09-26_consumer_device_18_data_user_3,0.03037874676441793
2024-09-27_consumer_device_18_data_user_3,0.03053380169144582
2024-09-28_consumer_device_18_data_user_3,0.02801776892266352
2024-09-29_consumer_device_18_data_user_3,0.02942114419841374
2024-09-30_consumer_device_18_data_user_3,0.030286155661549775
2024-10-01_consumer_device_18_data_user_3,0.029298089265487715
2024-10-02_consumer_device_18_data_user_3,0.029417775735122647
2024-10-03_consumer_device_18_data_user_3,0.030003456867727374
2024-10-04_consumer_device_18_data_user_3,0.02950296919543765
2024-10-05_consumer_device_18_data_user_3,0.029381691709071924
2024-10-06_consumer_device_18_data_user_3,0.02973602927373177
2024-10-07_consumer_device_18_data_user_3,0.029620078153540112
2024-10-08_consumer_device_18_data_user_3,0.02947665123836227
2024-10-09_consumer_device_18_data_user_3,0.029644035853197255
2024-10-10_consumer_device_18_data_user_3,0.029638179450992983
2024-10-11_consumer_device_18_data_user_3,0.02953492375595017
2024-10-12_consumer_device_18_data_user_3,0.029594497414366844
2024-10-13_consumer_device_18_data_user_3,0.029623558512884455
2024-10-14_consumer_device_18_data_user_3,0.029569276102075666
2024-10-15_consumer_device_18_data_user_3,0.02958316964713358
2024-10-16_consumer_device_18_data_user_3,0.02960969296433752
2024-10-17_consumer_device_18_data_user_3,0.02958596296256592
2024-10-18_consumer_device_18_data_user_3,0.02958292716628877
2024-10-19_consumer_device_18_data_user_3,0.029599404354794766
2024-10-20_consumer_device_18_data_user_3,0.029591689750269826
2024-10-21_consumer_device_18_data_user_3,0.02958579868143249
2024-10-22_consumer_device_18_data_user_3,0.02959405068888768
2024-10-23_consumer_device_18_data_user_3,0.029593019511768424
2024-10-24_consumer_device_18_data_user_3,0.0
2024-09-24_consumer_device_18_data_user_4,0.07183694516481343
2024-09-25_consumer_device_18_data_user_4,0.07279868589733088
2024-09-26_consumer_device_18_data_user_4,0.06659786261717225
2024-09-27_consumer_device_18_data_user_4,0.06425812425347797
2024-09-28_consumer_device_18_data_user_4,0.0638591174910281
2024-09-29_consumer_device_18_data_user_4,0.06540784284559634
2024-09-30_consumer_device_18_data_user_4,0.06622933772765864
2024-10-01_consumer_device_18_data_user_4,0.06637065585105686
2024-10-02_consumer_device_18_data_user_4,0.06599078230173147
2024-10-03_consumer_device_18_data_user_4,0.06572983848284016
2024-10-04_consumer_device_18_data_user_4,0.06567374837638101
2024-10-05_consumer_device_18_data_user_4,0.06576686066065136
2024-10-06_consumer_device_18_data_user_4,0.06584593444279316
2024-10-07_consumer_device_18_data_user_4,0.06586709875514765
2024-10-08_consumer_device_18_data_user_4,0.06584470746072604
2024-10-09_consumer_device_18_data_user_4,0.06582148769788011
2024-10-10_consumer_device_18_data_user_4,0.06581391685424334
2024-10-11_consumer_device_18_data_user_4,0.06581911463302054
2024-10-12_consumer_device_18_data_user_4,0.06582577874136449
2024-10-13_consumer_device_18_data_user_4,0.06582836484523837
2024-10-14_consumer_device_18_data_user_4,0.06582722739394564
2024-10-15_consumer_device_18_data_user_4,0.06582535121164612
2024-10-16_consumer_device_18_data_user_4,0.06582450003496622
2024-10-17_consumer_device_18_data_user_4,0.06582472406750631
2024-10-18_consumer_device_18_data_user_4,0.06582524296033061
2024-10-19_consumer_device_18_data_user_4,0.06582551481601256
2024-10-20_consumer_device_18_data_user_4,0.06582547995104282
2024-10-21_consumer_device_18_data_user_4,0.06582533897397255
2024-10-22_consumer_device_18_data_user_4,0.06582525428285066
2024-10-23_consumer_device_18_data_user_4,0.06582525591495092
2024-10-24_consumer_device_18_data_user_4,0.0
2024-09-24_consumer_device_18_data_user_5,0.07028294778964031
2024-09-25_consumer_device_18_data_user_5,0.07134261607358709
2024-09-26_consumer_device_18_data_user_5,0.065669098866534
2024-09-27_consumer_device_18_data_user_5,0.06383103038841838
2024-09-28_consumer_device_18_data_user_5,0.06293713299365991
2024-09-29_consumer_device_18_data_user_5,0.0643209123354472
2024-09-30_consumer_device_18_data_user_5,0.0649990362155021
2024-10-01_consumer_device_18_data_user_5,0.06530621533616411
2024-10-02_consumer_device_18_data_user_5,0.06499499380523087
2024-10-03_consumer_device_18_data_user_5,0.06478830791268515
2024-10-04_consumer_device_18_data_user_5,0.06468008315437983
2024-10-05_consumer_device_18_data_user_5,0.06474386052659582
2024-10-06_consumer_device_18_data_user_5,0.06480411642109832
2024-10-07_consumer_device_18_data_user_5,0.06484003912350934
2024-10-08_consumer_device_18_data_user_5,0.06482873928768135
2024-10-09_consumer_device_18_data_user_5,0.0648122022860615
2024-10-10_consumer_device_18_data_user_5,0.0648008141940328
2024-10-11_consumer_device_18_data_user_5,0.06480212006968503
2024-10-12_consumer_device_18_data_user_5,0.06480641981718252
2024-10-13_consumer_device_18_data_user_5,0.06480989248881604
2024-10-14_consumer_device_18_data_user_5,0.06481003505468838
2024-10-15_consumer_device_18_data_user_5,0.06480898247858939
2024-10-16_consumer_device_18_data_user_5,0.06480796116882091
2024-10-17_consumer_device_18_data_user_5,0.06480778620455563
2024-10-18_consumer_device_18_data_user_5,0.0648080246328739
2024-10-19_consumer_device_18_data_user_5,0.06480831483339539
2024-10-20_consumer_device_18_data_user_5,0.06480839845243849
2024-10-21_consumer_device_18_data_user_5,0.06480835052559648
2024-10-22_consumer_device_18_data_user_5,0.06480827087344075
2024-10-23_consumer_device_18_data_user_5,0.06480823895988787
2024-10-24_consumer_device_18_data_user_5,0.0
2024-09-24_consumer_device_18_data_user_6,0.07099091851028876
2024-09-25_consumer_device_18_data_user_6,0.07191930802652158
2024-09-26_consumer_device_18_data_user_6,0.06590860068150636
2024-09-27_consumer_device_18_data_user_6,0.06369875242982748
2024-09-28_consumer_device_18_data_user_6,0.06317932562854225
2024-09-29_consumer_device_18_data_user_6,0.0646770453907087
2024-09-30_consumer_device_18_data_user_6,0.0654672595028411
2024-10-01_consumer_device_18_data_user_6,0.06565125115463574
2024-10-02_consumer_device_18_data_user_6,0.06529349615264038
2024-10-03_consumer_device_18_data_user_6,0.06504213277767038
2024-10-04_consumer_device_18_data_user_6,0.06497141563411021
2024-10-05_consumer_device_18_data_user_6,0.06505534922390653
2024-10-06_consumer_device_18_data_user_6,0.06513138482301806
2024-10-07_consumer_device_18_data_user_6,0.06515714036196868
2024-10-08_consumer_device_18_data_user_6,0.06513825481287466
2024-10-09_consumer_device_18_data_user_6,0.06511612977460027
2024-10-10_consumer_device_18_data_user_6,0.06510718645326245
2024-10-11_consumer_device_18_data_user_6,0.06511112645555882
2024-10-12_consumer_device_18_data_user_6,0.06511737518008119
2024-10-13_consumer_device_18_data_user_6,0.06512035223620415
2024-10-14_consumer_device_18_data_user_6,0.06511964412417094
2024-10-15_consumer_device_18_data_user_6,0.06511792609026128
2024-10-16_consumer_device_18_data_user_6,0.06511696959126097
2024-10-17_consumer_device_18_data_user_6,0.06511705274981376
2024-10-18_consumer_device_18_data_user_6,0.06511751272486088
2024-10-19_consumer_device_18_data_user_6,0.06511781094010036
2024-10-20_consumer_device_18_data_user_6,0.0651178207806196
2024-10-21_consumer_device_18_data_user_6,0.06511770110669288
2024-10-22_consumer_device_18_data_user_6,0.06511761053090885
2024-10-23_consumer_device_18_data_user_6,0.06511759839283113
2024-10-24_consumer_device_18_data_user_6,0.0
2024-09-24_consumer_device_18_data_user_7,0.20118684655196922
2024-09-25_consumer_device_18_data_user_7,0.17387245531197712
2024-09-26_consumer_device_18_data_user_7,0.18056683684022826
2024-09-27_consumer_device_18_data_user_7,0.1923659185200042
2024-09-28_consumer_device_18_data_user_7,0.16918809111829372
2024-09-29_consumer_device_18_data_user_7,0.17598530412460192
2024-09-30_consumer_device_18_data_user_7,0.18599103670223027
2024-10-01_consumer_device_18_data_user_7,0.18007497479719753
2024-10-02_consumer_device_18_data_user_7,0.17703378572317305
2024-10-03_consumer_device_18_data_user_7,0.18345213907045724
2024-10-04_consumer_device_18_data_user_7,0.18111327304956812
2024-10-05_consumer_device_18_data_user_7,0.178202038111792
2024-10-06_consumer_device_18_data_user_7,0.1807871120348307
2024-10-07_consumer_device_18_data_user_7,0.18137840083578327
2024-10-08_consumer_device_18_data_user_7,0.17938669570106
2024-10-09_consumer_device_18_data_user_7,0.1802281254443839
2024-10-10_consumer_device_18_data_user_7,0.18104205307907542
2024-10-11_consumer_device_18_data_user_7,0.1801035010392276
2024-10-12_consumer_device_18_data_user_7,0.18005057942117222
2024-10-13_consumer_device_18_data_user_7,0.18067472272810003
2024-10-14_consumer_device_18_data_user_7,0.18035730062659658
2024-10-15_consumer_device_18_data_user_7,0.1801363041822769
2024-10-16_consumer_device_18_data_user_7,0.18045618801587454
2024-10-17_consumer_device_18_data_user_7,0.18043152779614197
2024-10-18_consumer_device_18_data_user_7,0.18024035420811185
2024-10-19_consumer_device_18_data_user_7,0.1803595474727741
2024-10-20_consumer_device_18_data_user_7,0.18041588465057404
2024-10-21_consumer_device_18_data_user_7,0.18030976101895957
2024-10-22_consumer_device_18_data_user_7,0.1803301246845896
2024-10-23_consumer_device_18_data_user_7,0.18038713912037743
2024-10-24_consumer_device_18_data_user_7,0.0
2024-09-24_consumer_device_18_data_user_8,0.20100443572469892
2024-09-25_consumer_device_18_data_user_8,0.17412783606955562
2024-09-26_consumer_device_18_data_user_8,0.1811477710679114
2024-09-27_consumer_device_18_data_user_8,0.19200950164369796
2024-09-28_consumer_device_18_data_user_8,0.16919851376707065
2024-09-29_consumer_device_18_data_user_8,0.1763768002277827
2024-09-30_consumer_device_18_data_user_8,0.1858884201124629
2024-10-01_consumer_device_18_data_user_8,0.1799728449951979
2024-10-02_consumer_device_18_data_user_8,0.17738177447379855
2024-10-03_consumer_device_18_data_user_8,0.18349981027949866
2024-10-04_consumer_device_18_data_user_8,0.1810263330351185
2024-10-05_consumer_device_18_data_user_8,0.17839835065533416
2024-10-06_consumer_device_18_data_user_8,0.1809194412949442
2024-10-07_consumer_device_18_data_user_8,0.18133242767043745
2024-10-08_consumer_device_18_data_user_8,0.17949836387847282
2024-10-09_consumer_device_18_data_user_8,0.18037223484288134
2024-10-10_consumer_device_18_data_user_8,0.18105909419906857
2024-10-11_consumer_device_18_data_user_8,0.18016914729423014
2024-10-12_consumer_device_18_data_user_8,0.18017900291740513
2024-10-13_consumer_device_18_data_user_8,0.18073187036946517
2024-10-14_consumer_device_18_data_user_8,0.18041201604716456
2024-10-15_consumer_device_18_data_user_8,0.18024125595191565
2024-10-16_consumer_device_18_data_user_8,0.18053473385529473
2024-10-17_consumer_device_18_data_user_8,0.18049021024583503
2024-10-18_consumer_device_18_data_user_8,0.18032857344704042
2024-10-19_consumer_device_18_data_user_8,0.18044460838919035
2024-10-20_consumer_device_18_data_user_8,0.1804826490159198
2024-10-21_consumer_device_18_data_user_8,0.18038886348683644
2024-10-22_consumer_device_18_data_user_8,0.18041477965359695
2024-10-23_consumer_device_18_data_user_8,0.18046030385914863
2024-10-24_consumer_device_18_data_user_8,0.0
2024-09-24_consumer_device_18_data_user_9,0.20060441689868436
2024-09-25_consumer_device_18_data_user_9,0.1729767638961312
2024-09-26_consumer_device_18_data_user_9,0.1797871735929621
2024-09-27_consumer_device_18_data_user_9,0.19147388628313836
2024-09-28_consumer_device_18_data_user_9,0.16810889868189915
2024-09-29_consumer_device_18_data_user_9,0.17502388464337465
2024-09-30_consumer_device_18_data_user_9,0.1852210295827138
2024-10-01_consumer_device_18_data_user_9,0.17916489548804973
2024-10-02_consumer_device_18_data_user_9,0.17611928407442545
2024-10-03_consumer_device_18_data_user_9,0.18265180787783933
2024-10-04_consumer_device_18_data_user_9,0.1802336766626741
2024-10-05_consumer_device_18_data_user_9,0.17725192222159775
2024-10-06_consumer_device_18_data_user_9,0.17992575343401115
2024-10-07_consumer_device_18_data_user_9,0.1805166231056284
2024-10-08_consumer_device_18_data_user_9,0.17846708327301258
2024-10-09_consumer_device_18_data_user_9,0.1793474173206378
2024-10-10_consumer_device_18_data_user_9,0.1801846159750543
2024-10-11_consumer_device_18_data_user_9,0.17920451012715982
2024-10-12_consumer_device_18_data_user_9,0.17915691842293993
2024-10-13_consumer_device_18_data_user_9,0.1798059013640252
2024-10-14_consumer_device_18_data_user_9,0.179470229806522
2024-10-15_consumer_device_18_data_user_9,0.1792420838491111
2024-10-16_consumer_device_18_data_user_9,0.1795791792533833
2024-10-17_consumer_device_18_data_user_9,0.17955020815739742
2024-10-18_consumer_device_18_data_user_9,0.17934963438233062
2024-10-19_consumer_device_18_data_user_9,0.17947698508307325
2024-10-20_consumer_device_18_data_user_9,0.17953517339934494
2024-10-21_consumer_device_18_data_user_9,0.17942233525450899
2024-10-22_consumer_device_18_data_user_9,0.17944513394558767
2024-10-23_consumer_device_18_data_user_9,0.1795054035890187
2024-10-24_consumer_device_18_data_user_9,0.0
2024-09-24_consumer_device_21_data_user_1,0.03292208579898064
2024-09-25_consumer_device_21_data_user_1,0.029605881578589573
2024-09-26_consumer_device_21_data_user_1,0.02732939155573138
2024-09-27_consumer_device_21_data_user_1,0.027857103010022102
2024-09-28_consumer_device_21_data_user_1,0.027385975781691572
2024-09-29_consumer_device_21_data_user_1,0.02826846115390116
2024-09-30_consumer_device_21_data_user_1,0.029441022357990534
2024-10-01_consumer_device_21_data_user_1,0.029002088602344288
2024-10-02_consumer_device_21_data_user_1,0.028334085052545123
2024-10-03_consumer_device_21_data_user_1,0.028244779029381557
2024-10-04_consumer_device_21_data_user_1,0.02820204025553746
2024-10-05_consumer_device_21_data_user_1,0.02837261143361675
2024-10-06_consumer_device_21_data_user_1,0.02866354545658489
2024-10-07_consumer_device_21_data_user_1,0.028649158821220405
2024-10-08_consumer_device_21_data_user_1,0.02848463746168781
2024-10-09_consumer_device_21_data_user_1,0.028414686757608654
2024-10-10_consumer_device_21_data_user_1,0.028400774953336948
2024-10-11_consumer_device_21_data_user_1,0.028438241310896954
2024-10-12_consumer_device_21_data_user_1,0.02850910431338775
2024-10-13_consumer_device_21_data_user_1,0.028524563289387638
2024-10-14_consumer_device_21_data_user_1,0.02848982440368465
2024-10-15_consumer_device_21_data_user_1,0.02846321783144944
2024-10-16_consumer_device_21_data_user_1,0.02845546498076696
2024-10-17_consumer_device_21_data_user_1,0.028463328826416043
2024-10-18_consumer_device_21_data_user_1,0.0284806967135538
2024-10-19_consumer_device_21_data_user_1,0.02848839947619355
2024-10-20_consumer_device_21_data_user_1,0.028482195346463436
2024-10-21_consumer_device_21_data_user_1,0.028474149770225204
2024-10-22_consumer_device_21_data_user_1,0.028470667755457518
2024-10-23_consumer_device_21_data_user_1,0.028471972646632013
2024-10-24_consumer_device_21_data_user_1,0.0
2024-09-24_consumer_device_21_data_user_10,0.10466125674445896
2024-09-25_consumer_device_21_data_user_10,0.10727257880229762
2024-09-26_consumer_device_21_data_user_10,0.10208517375708256
2024-09-27_consumer_device_21_data_user_10,0.10415389974079367
2024-09-28_consumer_device_21_data_user_10,0.10537675543864405
2024-09-29_consumer_device_21_data_user_10,0.10446530065397615
2024-09-30_consumer_device_21_data_user_10,0.10381682994343974
2024-10-01_consumer_device_21_data_user_10,0.10485056207860793
2024-10-02_consumer_device_21_data_user_10,0.10453328426986792
2024-10-03_consumer_device_21_data_user_10,0.10428614591072487
2024-10-04_consumer_device_21_data_user_10,0.10443511308162114
2024-10-05_consumer_device_21_data_user_10,0.10458469471189387
2024-10-06_consumer_device_21_data_user_10,0.10438581175727844
2024-10-07_consumer_device_21_data_user_10,0.10443493789002836
2024-10-08_consumer_device_21_data_user_10,0.1044852261587956
2024-10-09_consumer_device_21_data_user_10,0.1044624378714218
2024-10-10_consumer_device_21_data_user_10,0.1044290344973058
2024-10-11_consumer_device_21_data_user_10,0.10446678705081125
2024-10-12_consumer_device_21_data_user_10,0.10445954387714827
2024-10-13_consumer_device_21_data_user_10,0.10444953339540147
2024-10-14_consumer_device_21_data_user_10,0.1044527016094989
2024-10-15_consumer_device_21_data_user_10,0.10445995928772277
2024-10-16_consumer_device_21_data_user_10,0.10445286407680951
2024-10-17_consumer_device_21_data_user_10,0.10445384301761255
2024-10-18_consumer_device_21_data_user_10,0.104455792474632
2024-10-19_consumer_device_21_data_user_10,0.10445543089291656
2024-10-20_consumer_device_21_data_user_10,0.10445388837286175
2024-10-21_consumer_device_21_data_user_10,0.1044552091283024
2024-10-22_consumer_device_21_data_user_10,0.10445509754801054
2024-10-23_consumer_device_21_data_user_10,0.10445472591362553
2024-10-24_consumer_device_21_data_user_10,0.0
2024-09-24_consumer_device_21_data_user_11,0.0008946005214571082
2024-09-25_consumer_device_21_data_user_11,0.0008745268497843681
2024-09-26_consumer_device_21_data_user_11,0.0008660310142676021
2024-09-27_consumer_device_21_data_user_11,0.0008917389029799951
2024-09-28_consumer_device_21_data_user_11,0.0008781435045366632
2024-09-29_consumer_device_21_data_user_11,0.000877623154551687
2024-09-30_consumer_device_21_data_user_11,0.0008795141564284042
2024-10-01_consumer_device_21_data_user_11,0.0008815640303551282
2024-10-02_consumer_device_21_data_user_11,0.0008787781782184907
2024-10-03_consumer_device_21_data_user_11,0.0008796127479405575
2024-10-04_consumer_device_21_data_user_11,0.0008799529190557831
2024-10-05_consumer_device_21_data_user_11,0.0008798679810721718
2024-10-06_consumer_device_21_data_user_11,0.00087953880777487
2024-10-07_consumer_device_21_data_user_11,0.0008797965782219253
2024-10-08_consumer_device_21_data_user_11,0.0008797768019477017
2024-10-09_consumer_device_21_data_user_11,0.0008797288716946265
2024-10-10_consumer_device_21_data_user_11,0.0008797183747689136
2024-10-11_consumer_device_21_data_user_11,0.0008797602882380061
2024-10-12_consumer_device_21_data_user_11,0.0008797408901347776
2024-10-13_consumer_device_21_data_user_11,0.0008797367610095422
2024-10-14_consumer_device_21_data_user_11,0.0008797410858710416
2024-10-15_consumer_device_21_data_user_11,0.0008797444644781677
2024-10-16_consumer_device_21_data_user_11,0.0008797399935104573
2024-10-17_consumer_device_21_data_user_11,0.0008797409614036552
2024-10-18_consumer_device_21_data_user_11,0.0008797418192907524
2024-10-19_consumer_device_21_data_user_11,0.0008797416181991204
2024-10-20_consumer_device_21_data_user_11,0.0008797410615773196
2024-10-21_consumer_device_21_data_user_11,0.0008797414594397566
2024-10-22_consumer_device_21_data_user_11,0.0008797414743841013
2024-10-23_consumer_device_21_data_user_11,0.0008797413719489871
2024-10-24_consumer_device_21_data_user_11,0.0
2024-09-24_consumer_device_21_data_user_12,7.644614395590626e-05
2024-09-25_consumer_device_21_data_user_12,6.703149279870849e-05
2024-09-26_consumer_device_21_data_user_12,4.446988186304156e-05
2024-09-27_consumer_device_21_data_user_12,5.081554979012921e-05
2024-09-28_consumer_device_21_data_user_12,6.541568346072333e-05
2024-09-29_consumer_device_21_data_user_12,5.452877962254532e-05
2024-09-30_consumer_device_21_data_user_12,5.291625064304698e-05
2024-10-01_consumer_device_21_data_user_12,5.7035017789277814e-05
2024-10-02_consumer_device_21_data_user_12,5.816114118265181e-05
2024-10-03_consumer_device_21_data_user_12,5.4522514735297196e-05
2024-10-04_consumer_device_21_data_user_12,5.592679761460088e-05
2024-10-05_consumer_device_21_data_user_12,5.669836991874861e-05
2024-10-06_consumer_device_21_data_user_12,5.626708089320954e-05
2024-10-07_consumer_device_21_data_user_12,5.5595514482102224e-05
2024-10-08_consumer_device_21_data_user_12,5.632762665549874e-05
2024-10-09_consumer_device_21_data_user_12,5.621924168266281e-05
2024-10-10_consumer_device_21_data_user_12,5.605411200930529e-05
2024-10-11_consumer_device_21_data_user_12,5.6021387425281036e-05
2024-10-12_consumer_device_21_data_user_12,5.6222305440271604e-05
2024-10-13_consumer_device_21_data_user_12,5.609796775956474e-05
2024-10-14_consumer_device_21_data_user_12,5.609348217572493e-05
2024-10-15_consumer_device_21_data_user_12,5.611156850604133e-05
2024-10-16_consumer_device_21_data_user_12,5.614481531908157e-05
2024-10-17_consumer_device_21_data_user_12,5.6097676002904114e-05
2024-10-18_consumer_device_21_data_user_12,5.6115941259525706e-05
2024-10-19_consumer_device_21_data_user_12,5.611850221250567e-05
2024-10-20_consumer_device_21_data_user_12,5.6120788480812784e-05
2024-10-21_consumer_device_21_data_user_12,5.610921925103144e-05
2024-10-22_consumer_device_21_data_user_12,5.611882638144304e-05
2024-10-23_consumer_device_21_data_user_12,5.611631819496547e-05
2024-10-24_consumer_device_21_data_user_12,0.0
2024-09-24_consumer_device_21_data_user_13,0.03160168067487836
2024-09-25_consumer_device_21_data_user_13,0.03611066072629982
2024-09-26_consumer_device_21_data_user_13,0.03376609383754287
2024-09-27_consumer_device_21_data_user_13,0.03213430548975084
2024-09-28_consumer_device_21_data_user_13,0.03375801409060092
2024-09-29_consumer_device_21_data_user_13,0.034014724429706086
2024-09-30_consumer_device_21_data_user_13,0.03322219870947239
2024-10-01_consumer_device_21_data_user_13,0.0333093984007957
2024-10-02_consumer_device_21_data_user_13,0.03365574744530464
2024-10-03_consumer_device_21_data_user_13,0.03351783570685861
2024-10-04_consumer_device_21_data_user_13,0.033397857713712065
2024-10-05_consumer_device_21_data_user_13,0.03349340993481404
2024-10-06_consumer_device_21_data_user_13,0.03352273825106792
2024-10-07_consumer_device_21_data_user_13,0.03347060162473669
2024-10-08_consumer_device_21_data_user_13,0.033471491662682554
2024-10-09_consumer_device_21_data_user_13,0.03349517162865432
2024-10-10_consumer_device_21_data_user_13,0.03348829572639762
2024-10-11_consumer_device_21_data_user_13,0.03347928352276443
2024-10-12_consumer_device_21_data_user_13,0.0334849188452633
2024-10-13_consumer_device_21_data_user_13,0.033487515091252334
2024-10-14_consumer_device_21_data_user_13,0.033484214492923416
2024-10-15_consumer_device_21_data_user_13,0.03348392471176324
2024-10-16_consumer_device_21_data_user_13,0.033485521693527864
2024-10-17_consumer_device_21_data_user_13,0.033485217189351636
2024-10-18_consumer_device_21_data_user_13,0.033484566572886634
2024-10-19_consumer_device_21_data_user_13,0.0334848847773322
2024-10-20_consumer_device_21_data_user_13,0.033485096696249494
2024-10-21_consumer_device_21_data_user_13,0.033484892345790024
2024-10-22_consumer_device_21_data_user_13,0.03348485092258299
2024-10-23_consumer_device_21_data_user_13,0.03348495620886001
2024-10-24_consumer_device_21_data_user_13,0.0
2024-09-24_consumer_device_21_data_user_2,0.0009062492043797406
2024-09-25_consumer_device_21_data_user_2,0.0009226604945434974
2024-09-26_consumer_device_21_data_user_2,0.0009513062400819164
2024-09-27_consumer_device_21_data_user_2,0.00091455884501986
2024-09-28_consumer_device_21_data_user_2,0.0009197533781468417
2024-09-29_consumer_device_21_data_user_2,0.00093917847605958
2024-09-30_consumer_device_21_data_user_2,0.000913083456153836
2024-10-01_consumer_device_21_data_user_2,0.0009293110576745403
2024-10-02_consumer_device_21_data_user_2,0.0009305404717937138
2024-10-03_consumer_device_21_data_user_2,0.0009202144734392736
2024-10-04_consumer_device_21_data_user_2,0.0009295253582261067
2024-10-05_consumer_device_21_data_user_2,0.000927128010346765
2024-10-06_consumer_device_21_data_user_2,0.0009228946384716348
2024-10-07_consumer_device_21_data_user_2,0.0009286497429357391
2024-10-08_consumer_device_21_data_user_2,0.0009255053656511401
2024-10-09_consumer_device_21_data_user_2,0.0009249418860094403
2024-10-10_consumer_device_21_data_user_2,0.0009276034100645594
2024-10-11_consumer_device_21_data_user_2,0.0009253758200807611
2024-10-12_consumer_device_21_data_user_2,0.0009258603518134325
2024-10-13_consumer_device_21_data_user_2,0.0009268536273599864
2024-10-14_consumer_device_21_data_user_2,0.0009255191773054302
2024-10-15_consumer_device_21_data_user_2,0.0009261968660392348
2024-10-16_consumer_device_21_data_user_2,0.0009263890277463724
2024-10-17_consumer_device_21_data_user_2,0.0009257500984607214
2024-10-18_consumer_device_21_data_user_2,0.0009262652912330277
2024-10-19_consumer_device_21_data_user_2,0.0009261729577379246
2024-10-20_consumer_device_21_data_user_2,0.0009259264365647201
2024-10-21_consumer_device_21_data_user_2,0.0009262354847666622
2024-10-22_consumer_device_21_data_user_2,0.0009260874583355047
2024-10-23_consumer_device_21_data_user_2,0.0009260317307144672
2024-10-24_consumer_device_21_data_user_2,0.0
2024-09-24_consumer_device_21_data_user_3,0.11214772377497535
2024-09-25_consumer_device_21_data_user_3,0.11511301575774388
2024-09-26_consumer_device_21_data_user_3,0.1110944997581577
2024-09-27_consumer_device_21_data_user_3,0.11198919422716491
2024-09-28_consumer_device_21_data_user_3,0.11514164098453329
2024-09-29_consumer_device_21_data_user_3,0.11300496749992242
2024-09-30_consumer_device_21_data_user_3,0.11273912949080296
2024-10-01_consumer_device_21_data_user_3,0.11364311312796962
2024-10-02_consumer_device_21_data_user_3,0.11334328541266114
2024-10-03_consumer_device_21_data_user_3,0.11294887973827163
2024-10-04_consumer_device_21_data_user_3,0.11335572502561077
2024-10-05_consumer_device_21_data_user_3,0.1133272638052164
2024-10-06_consumer_device_21_data_user_3,0.11316475152772966
2024-10-07_consumer_device_21_data_user_3,0.11325048291536251
2024-10-08_consumer_device_21_data_user_3,0.11329538978121634
2024-10-09_consumer_device_21_data_user_3,0.11322289945228246
2024-10-10_consumer_device_21_data_user_3,0.11324044226396511
2024-10-11_consumer_device_21_data_user_3,0.11326543047913659
2024-10-12_consumer_device_21_data_user_3,0.11324548373161346
2024-10-13_consumer_device_21_data_user_3,0.11324229997196335
